transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
941,06/10/2023,09:19:41,,2,Utrecht,4.5,Chocolate,Hot chocolate
942,06/09/2023,07:55:23,1,2,Utrecht,3.15,Tea,Green tea
943,06/08/2023,19:54:43,1,3,Eindhoven,3.5,Bakery,Pie
944,06/07/2023,10:33:37,1,3,Eindhoven,3.0,Tea,Black tea
945,06/07/2023,08:07:36,2,1,Alkmaar,3.0,Bakery,Scone
946,06/06/2023,14:50:18,2,1,Alkmaar,2.0,Coffee,Black coffee
947,06/11/2023,08:24:07,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
948,06/07/2023,10:57:51,1,2,Utrecht,4.5,Chocolate,Hot chocolate
949,06/06/2023,10:08:48,1,1,Alkmaar,3.0,Bakery,Scone
950,06/07/2023,15:01:07,2,1,Alkmaar,3.5,Coffee,Milk coffee
951,06/09/2023,08:55:16,1,1,Alkmaar,4.25,Coffee,Syrup coffee
952,06/09/2023,17:32:27,2,2,Utrecht,4.5,Chocolate,Hot chocolate
953,06/06/2023,07:15:28,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
954,06/07/2023,19:02:10,2,1,Alkmaar,2.0,Coffee,Black coffee
955,06/11/2023,11:03:55,4,1,Alkmaar,6.3,Coffee,Organic blended coffee
956,06/10/2023,09:33:15,6,3,Eindhoven,3.5,Bakery,Pie
957,06/11/2023,16:32:21,4,2,Utrecht,3.0,Bakery,Scone
958,06/08/2023,08:27:37,1,3,Eindhoven,4.25,Coffee,Syrup coffee
959,06/07/2023,16:28:39,1,1,Alkmaar,3.5,Bakery,Pie
960,06/06/2023,10:13:34,2,2,Utrecht,3.75,Bakery,Sandwich
961,06/10/2023,10:14:16,1,2,Utrecht,3.5,Tea,Herbal tea
962,06/11/2023,16:51:42,3,2,Utrecht,3.0,Bakery,Scone
963,06/10/2023,16:22:24,1,1,Alkmaar,2.0,Coffee,Black coffee
964,06/08/2023,10:30:28,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
965,06/07/2023,08:14:33,2,2,Utrecht,6.3,Coffee,Organic blended coffee
966,06/06/2023,18:07:55,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
967,06/07/2023,07:01:03,1,1,Alkmaar,3.0,Bakery,Scone
968,06/08/2023,18:29:10,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
969,06/10/2023,08:44:53,2,2,Utrecht,3.75,Bakery,Sandwich
970,06/08/2023,14:27:58,1,1,Alkmaar,3.75,Bakery,Sandwich
971,06/06/2023,08:29:21,2,2,Utrecht,3.75,Bakery,Sandwich
972,06/06/2023,10:20:46,1,1,Alkmaar,2.0,Coffee,Black coffee
973,06/10/2023,11:33:41,2,2,Utrecht,3.5,Coffee,Milk coffee
974,06/09/2023,11:48:13,1,1,Alkmaar,3.0,Tea,Black tea
975,06/11/2023,10:52:04,4,1,Alkmaar,2.0,Coffee,Black coffee
976,06/08/2023,07:07:42,1,2,Utrecht,2.0,Coffee,Black coffee
977,06/08/2023,08:41:03,2,2,Utrecht,4.5,Chocolate,Hot chocolate
978,06/11/2023,16:37:42,2,2,Utrecht,4.5,Chocolate,Hot chocolate
979,06/08/2023,10:51:48,1,2,Utrecht,3.5,Bakery,Pie
980,06/09/2023,09:17:53,3,1,Alkmaar,3.5,Bakery,Pie
981,06/07/2023,09:46:15,4,1,Alkmaar,3.5,Coffee,Milk coffee
982,06/11/2023,11:28:53,1,2,Utrecht,4.25,Coffee,Syrup coffee
983,06/05/2023,06:21:35,2,2,Utrecht,3.0,Bakery,Scone
984,06/09/2023,10:38:25,1,2,Utrecht,3.0,Tea,Black tea
985,06/08/2023,15:08:26,2,2,Utrecht,3.5,Tea,Herbal tea
986,06/08/2023,10:27:08,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
987,06/08/2023,11:22:03,2,2,Utrecht,4.25,Coffee,Syrup coffee
988,06/09/2023,08:16:30,3,2,Utrecht,2.0,Coffee,Black coffee
989,06/09/2023,14:14:51,1,1,Alkmaar,3.5,Coffee,Milk coffee
990,06/05/2023,12:05:21,1,2,Utrecht,3.5,Tea,Herbal tea
991,06/10/2023,08:19:33,1,1,Alkmaar,3.0,Bakery,Scone
992,06/06/2023,10:38:06,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
993,06/10/2023,14:45:29,1,1,Alkmaar,3.0,Tea,Black tea
994,06/09/2023,13:01:14,2,3,Eindhoven,3.75,Bakery,Sandwich
995,06/05/2023,09:22:53,4,3,Eindhoven,3.5,Bakery,Pie
996,06/07/2023,08:31:31,2,1,Alkmaar,3.15,Tea,Green tea
997,06/05/2023,15:15:47,2,2,Utrecht,4.5,Chocolate,Hot chocolate
998,06/10/2023,08:10:05,6,2,Utrecht,6.3,Coffee,Organic blended coffee
999,06/11/2023,06:19:31,1,1,Alkmaar,3.15,Tea,Green tea
1000,06/10/2023,10:25:40,2,3,Eindhoven,3.25,Tea,Chai tea
1001,06/08/2023,10:15:38,1,2,Utrecht,3.5,Tea,Herbal tea
1002,06/08/2023,11:14:57,3,1,Alkmaar,4.25,Coffee,Syrup coffee
1003,06/07/2023,09:34:05,1,3,Eindhoven,3.5,Bakery,Pie
1004,06/05/2023,11:25:25,1,1,Alkmaar,3.25,Tea,Chai tea
1005,06/10/2023,16:14:49,3,2,Utrecht,3.15,Tea,Green tea
1006,06/09/2023,07:42:46,1,2,Utrecht,3.25,Tea,Chai tea
1007,06/07/2023,17:41:23,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1008,06/09/2023,09:39:10,1,3,Eindhoven,2.0,Coffee,Black coffee
1009,06/06/2023,18:53:09,1,1,Alkmaar,3.75,Bakery,Sandwich
1010,06/08/2023,17:47:19,2,1,Alkmaar,2.0,Coffee,Black coffee
1011,06/09/2023,08:01:48,2,3,Eindhoven,3.5,Bakery,Pie
1012,06/09/2023,12:52:36,2,1,Alkmaar,3.75,Bakery,Sandwich
1013,06/07/2023,06:11:42,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1014,06/09/2023,14:30:32,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1015,06/07/2023,19:38:52,1,2,Utrecht,3.25,Tea,Chai tea
1016,06/09/2023,14:11:36,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1017,06/09/2023,09:42:18,1,1,Alkmaar,3.75,Bakery,Sandwich
1018,06/07/2023,07:14:31,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1019,06/08/2023,12:06:40,1,1,Alkmaar,2.0,Coffee,Black coffee
1020,06/11/2023,09:46:47,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1021,06/06/2023,13:31:09,1,3,Eindhoven,2.0,Coffee,Black coffee
1022,06/09/2023,08:47:41,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1023,06/10/2023,07:31:39,1,2,Utrecht,3.0,Bakery,Scone
1024,06/10/2023,17:49:02,1,2,Utrecht,3.5,Bakery,Pie
1025,06/07/2023,10:27:35,1,2,Utrecht,3.0,Bakery,Scone
1026,06/09/2023,06:16:03,2,1,Alkmaar,3.5,Bakery,Pie
1027,06/09/2023,14:31:02,4,1,Alkmaar,3.25,Tea,Chai tea
1028,06/08/2023,06:38:14,2,2,Utrecht,4.25,Coffee,Syrup coffee
1029,06/09/2023,15:01:24,2,2,Utrecht,3.5,Tea,Herbal tea
1030,06/09/2023,08:04:48,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1031,06/05/2023,06:53:23,1,1,Alkmaar,3.0,Tea,Black tea
1032,06/10/2023,13:26:55,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1033,06/07/2023,11:11:58,2,3,Eindhoven,3.25,Tea,Chai tea
1034,06/09/2023,12:31:49,3,3,Eindhoven,3.25,Tea,Chai tea
1035,06/07/2023,16:30:34,2,2,Utrecht,2.0,Coffee,Black coffee
1036,06/11/2023,11:35:06,2,1,Alkmaar,3.0,Bakery,Scone
1037,06/09/2023,08:52:45,2,1,Alkmaar,3.15,Tea,Green tea
1038,06/06/2023,14:24:05,3,1,Alkmaar,3.75,Bakery,Sandwich
1039,06/09/2023,09:07:10,2,1,Alkmaar,3.5,Bakery,Pie
1040,06/10/2023,09:46:28,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1041,06/10/2023,08:02:20,1,2,Utrecht,4.25,Coffee,Syrup coffee
1042,06/05/2023,14:25:40,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1043,06/09/2023,11:50:10,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1044,06/11/2023,10:41:02,2,3,Eindhoven,3.0,Tea,Black tea
1045,06/09/2023,11:25:40,2,3,Eindhoven,3.5,Tea,Herbal tea
1046,06/08/2023,06:27:56,3,1,Alkmaar,3.5,Coffee,Milk coffee
1047,06/11/2023,08:00:45,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1048,06/11/2023,14:48:49,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1049,06/08/2023,10:15:36,2,3,Eindhoven,3.25,Tea,Chai tea
1050,06/11/2023,07:22:32,2,3,Eindhoven,3.5,Bakery,Pie
1051,06/05/2023,17:45:03,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1052,06/05/2023,09:34:04,4,2,Utrecht,6.3,Coffee,Organic blended coffee
1053,06/06/2023,16:24:58,2,2,Utrecht,2.0,Coffee,Black coffee
1054,06/07/2023,08:13:39,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1055,06/06/2023,08:48:57,2,3,Eindhoven,3.75,Bakery,Sandwich
1056,06/06/2023,08:42:17,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1057,06/08/2023,14:44:07,2,1,Alkmaar,3.25,Tea,Chai tea
1058,06/09/2023,16:03:40,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1059,06/09/2023,08:57:14,4,3,Eindhoven,3.0,Bakery,Scone
1060,06/09/2023,06:14:09,3,2,Utrecht,3.15,Tea,Green tea
1061,06/05/2023,17:42:51,2,2,Utrecht,3.0,Tea,Black tea
1062,06/11/2023,10:30:59,1,2,Utrecht,3.0,Tea,Black tea
1063,06/10/2023,08:49:48,3,1,Alkmaar,3.5,Tea,Herbal tea
1064,06/07/2023,09:49:13,2,1,Alkmaar,3.75,Bakery,Sandwich
1065,06/11/2023,09:26:24,1,2,Utrecht,3.5,Tea,Herbal tea
1066,06/07/2023,08:33:04,3,1,Alkmaar,2.0,Coffee,Black coffee
1067,06/11/2023,17:03:33,6,3,Eindhoven,6.3,Coffee,Organic blended coffee
1068,06/07/2023,12:50:31,1,2,Utrecht,3.0,Bakery,Scone
1069,06/07/2023,15:30:40,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1070,06/11/2023,18:26:41,1,1,Alkmaar,3.75,Bakery,Sandwich
1071,06/08/2023,11:40:15,5,1,Alkmaar,3.25,Tea,Chai tea
1072,06/11/2023,12:36:10,3,1,Alkmaar,4.5,Chocolate,Hot chocolate
1073,06/07/2023,11:30:53,1,1,Alkmaar,3.5,Tea,Herbal tea
1074,06/06/2023,11:11:59,2,2,Utrecht,3.5,Tea,Herbal tea
1075,06/09/2023,11:50:33,2,1,Alkmaar,3.75,Bakery,Sandwich
1076,06/09/2023,11:49:56,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1077,06/08/2023,18:58:23,2,2,Utrecht,3.25,Tea,Chai tea
1078,06/07/2023,12:50:42,2,1,Alkmaar,3.15,Tea,Green tea
1079,06/09/2023,17:40:18,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1080,06/06/2023,06:28:07,1,1,Alkmaar,3.0,Tea,Black tea
1081,06/08/2023,13:00:06,1,1,Alkmaar,3.0,Tea,Black tea
1082,06/05/2023,16:35:21,4,2,Utrecht,2.0,Coffee,Black coffee
1083,06/11/2023,13:36:17,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1084,06/06/2023,12:33:22,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1085,06/07/2023,11:32:00,2,2,Utrecht,3.5,Coffee,Milk coffee
1086,06/11/2023,18:44:15,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1087,06/11/2023,17:09:47,3,2,Utrecht,3.0,Bakery,Scone
1088,06/07/2023,19:36:53,1,3,Eindhoven,3.25,Tea,Chai tea
1089,06/09/2023,11:04:57,1,2,Utrecht,3.15,Tea,Green tea
1090,06/11/2023,14:45:23,6,1,Alkmaar,3.0,Bakery,Scone
1091,06/06/2023,14:59:52,2,1,Alkmaar,3.5,Tea,Herbal tea
1092,06/05/2023,12:08:02,2,2,Utrecht,3.0,Bakery,Scone
1093,06/07/2023,11:02:43,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1094,06/06/2023,13:28:49,2,1,Alkmaar,4.25,Coffee,Syrup coffee
1095,06/11/2023,11:45:51,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1096,06/06/2023,08:43:14,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1097,06/09/2023,15:04:02,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1098,06/09/2023,10:03:15,1,3,Eindhoven,3.5,Bakery,Pie
1099,06/07/2023,09:23:50,2,2,Utrecht,3.0,Bakery,Scone
1100,06/09/2023,16:52:53,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1101,06/10/2023,10:22:15,1,2,Utrecht,3.25,Tea,Chai tea
1102,06/08/2023,11:42:40,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1103,06/11/2023,14:29:52,3,1,Alkmaar,3.5,Tea,Herbal tea
1104,06/11/2023,16:58:18,1,2,Utrecht,2.0,Coffee,Black coffee
1105,06/10/2023,11:34:34,1,1,Alkmaar,3.75,Bakery,Sandwich
1106,06/09/2023,08:57:34,1,3,Eindhoven,4.25,Coffee,Syrup coffee
1107,06/09/2023,17:04:35,2,2,Utrecht,3.5,Bakery,Pie
1108,06/11/2023,09:47:59,1,3,Eindhoven,3.75,Bakery,Sandwich
1109,06/11/2023,10:30:58,1,1,Alkmaar,6.3,Coffee,Organic blended coffee
1110,06/08/2023,09:58:22,1,2,Utrecht,3.5,Bakery,Pie
1111,06/06/2023,14:00:47,1,2,Utrecht,3.5,Bakery,Pie
1112,06/09/2023,08:38:33,1,3,Eindhoven,3.25,Tea,Chai tea
1113,06/05/2023,16:16:09,2,2,Utrecht,3.15,Tea,Green tea
1114,06/06/2023,08:05:51,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1115,06/09/2023,13:13:41,,1,Alkmaar,2.0,Coffee,Black coffee
1116,06/09/2023,12:44:03,3,2,Utrecht,3.5,Coffee,Milk coffee
1117,06/09/2023,17:31:36,2,2,Utrecht,3.15,Tea,Green tea
1118,06/07/2023,19:18:03,3,2,Utrecht,3.25,Tea,Chai tea
1119,06/10/2023,11:46:51,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1120,06/09/2023,08:33:47,2,2,Utrecht,3.5,Coffee,Milk coffee
1121,06/05/2023,11:43:39,1,1,Alkmaar,3.0,Bakery,Scone
1122,06/10/2023,08:39:35,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1123,06/08/2023,12:08:09,2,1,Alkmaar,3.15,Tea,Green tea
1124,06/11/2023,17:47:40,2,2,Utrecht,3.5,Bakery,Pie
1125,06/09/2023,09:59:05,6,2,Utrecht,4.5,Chocolate,Hot chocolate
1126,06/05/2023,17:33:16,3,1,Alkmaar,4.25,Coffee,Syrup coffee
1127,06/10/2023,16:54:12,1,2,Utrecht,3.0,Bakery,Scone
1128,06/11/2023,16:55:49,2,3,Eindhoven,3.15,Tea,Green tea
1129,06/08/2023,10:39:41,1,3,Eindhoven,3.0,Tea,Black tea
1130,06/10/2023,19:48:32,1,2,Utrecht,3.25,Tea,Chai tea
1131,06/10/2023,18:25:18,2,3,Eindhoven,3.5,Tea,Herbal tea
1132,06/10/2023,17:15:57,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1133,06/10/2023,09:00:08,1,2,Utrecht,3.0,Tea,Black tea
1134,06/06/2023,11:47:59,2,2,Utrecht,3.5,Bakery,Pie
1135,06/11/2023,14:55:41,4,1,Alkmaar,3.0,Tea,Black tea
1136,06/06/2023,14:12:02,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1137,06/09/2023,14:45:44,2,3,Eindhoven,6.3,Coffee,Organic blended coffee
1138,06/09/2023,18:54:14,2,2,Utrecht,3.5,Tea,Herbal tea
1139,06/10/2023,08:51:45,2,3,Eindhoven,3.5,Bakery,Pie
1140,06/09/2023,12:07:46,1,3,Eindhoven,3.0,Bakery,Scone
1141,06/11/2023,10:19:06,1,1,Alkmaar,4.25,Coffee,Syrup coffee
1142,06/11/2023,15:38:20,2,,Alkmaar,4.5,Chocolate,Hot chocolate
1143,06/08/2023,14:32:54,,1,Alkmaar,3.5,Bakery,Pie
1144,06/09/2023,09:41:17,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1145,06/07/2023,08:54:02,1,2,Utrecht,3.0,Tea,Black tea
1146,06/07/2023,09:47:38,2,2,Utrecht,3.0,Tea,Black tea
1147,06/08/2023,17:14:31,,1,Alkmaar,4.5,Chocolate,Hot chocolate
1148,06/08/2023,12:25:55,3,2,Utrecht,3.0,Tea,Black tea
1149,06/11/2023,19:47:52,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1150,06/11/2023,17:04:26,1,1,Alkmaar,3.5,Coffee,Milk coffee
1151,06/07/2023,10:09:18,1,2,Utrecht,3.5,Tea,Herbal tea
1152,06/09/2023,17:48:49,2,2,Utrecht,3.0,Bakery,Scone
1153,06/10/2023,10:40:29,1,3,Eindhoven,3.5,Bakery,Pie
1154,06/11/2023,11:59:18,2,3,Eindhoven,3.75,Bakery,Sandwich
1155,06/11/2023,12:08:08,1,1,Alkmaar,3.25,Tea,Chai tea
1156,06/09/2023,08:59:25,,3,Eindhoven,3.0,Tea,Black tea
1157,06/09/2023,16:12:33,2,2,Utrecht,2.0,Coffee,Black coffee
1158,06/08/2023,17:03:03,2,1,Alkmaar,3.0,Tea,Black tea
1159,06/11/2023,13:43:09,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1160,06/06/2023,09:12:45,1,3,Eindhoven,3.75,Bakery,Sandwich
1161,06/10/2023,10:02:21,6,3,Eindhoven,4.5,Chocolate,Hot chocolate
1162,06/09/2023,08:04:16,6,1,Alkmaar,3.0,Tea,Black tea
1163,06/11/2023,08:32:10,1,1,Alkmaar,2.0,Coffee,Black coffee
1164,06/06/2023,17:22:13,2,2,Utrecht,3.5,Bakery,Pie
1165,06/11/2023,15:49:26,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1166,06/06/2023,09:18:01,2,2,Utrecht,3.25,Tea,Chai tea
1167,06/07/2023,09:28:20,1,3,Eindhoven,3.25,Tea,Chai tea
1168,06/07/2023,08:12:12,2,2,Utrecht,3.25,Tea,Chai tea
1169,06/06/2023,11:57:27,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1170,06/09/2023,17:51:46,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1171,06/11/2023,14:50:27,2,3,Eindhoven,3.5,Bakery,Pie
1172,06/08/2023,08:50:03,5,1,Alkmaar,3.5,Coffee,Milk coffee
1173,06/08/2023,13:55:04,3,2,Utrecht,3.75,Bakery,Sandwich
1174,06/09/2023,10:56:25,1,,Alkmaar,3.0,Tea,Black tea
1175,06/10/2023,06:37:17,2,3,Eindhoven,3.5,Bakery,Pie
1176,06/09/2023,08:43:40,1,3,Eindhoven,3.0,Bakery,Scone
1177,06/11/2023,17:52:00,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1178,06/11/2023,18:45:39,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1179,06/08/2023,07:22:51,4,2,Utrecht,3.0,Tea,Black tea
1180,06/10/2023,19:45:46,1,3,Eindhoven,2.0,Coffee,Black coffee
1181,06/09/2023,08:34:03,1,1,Alkmaar,3.5,Bakery,Pie
1182,06/09/2023,08:07:48,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1183,06/09/2023,12:33:06,1,3,Eindhoven,3.5,Bakery,Pie
1184,06/07/2023,18:54:03,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1185,06/07/2023,14:09:29,1,1,Alkmaar,3.5,Bakery,Pie
1186,06/08/2023,12:52:09,2,2,Utrecht,3.5,Coffee,Milk coffee
1187,06/08/2023,11:10:19,2,2,Utrecht,3.15,Tea,Green tea
1188,06/07/2023,09:58:38,2,2,Utrecht,3.25,Tea,Chai tea
1189,06/10/2023,11:42:19,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1190,06/10/2023,08:53:56,1,3,Eindhoven,2.0,Coffee,Black coffee
1191,06/08/2023,14:18:49,4,2,Utrecht,3.0,Bakery,Scone
1192,06/09/2023,13:13:20,1,3,Eindhoven,4.5,Chocolate,Hot chocolate
1193,06/09/2023,19:20:17,1,2,Utrecht,2.0,Coffee,Black coffee
1194,06/10/2023,16:27:30,3,2,Utrecht,3.75,Bakery,Sandwich
1195,06/06/2023,08:41:17,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1196,06/08/2023,19:52:55,2,1,Alkmaar,3.75,Bakery,Sandwich
1197,06/10/2023,15:31:05,4,2,Utrecht,3.5,Coffee,Milk coffee
1198,06/07/2023,08:36:36,1,1,Alkmaar,4.25,Coffee,Syrup coffee
1199,06/11/2023,08:13:18,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1200,06/07/2023,08:55:08,3,3,Eindhoven,4.5,Chocolate,Hot chocolate
1201,06/05/2023,19:20:02,4,2,Utrecht,3.5,Tea,Herbal tea
1202,06/10/2023,18:41:54,2,2,Utrecht,3.15,Tea,Green tea
1203,06/11/2023,11:27:26,3,2,Utrecht,4.25,Coffee,Syrup coffee
1204,06/06/2023,19:37:17,3,2,Utrecht,4.5,Chocolate,Hot chocolate
1205,06/11/2023,14:19:19,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1206,06/08/2023,14:41:18,2,1,Alkmaar,3.75,Bakery,Sandwich
1207,06/10/2023,14:10:37,4,1,Alkmaar,4.5,Chocolate,Hot chocolate
1208,06/09/2023,11:53:48,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1209,06/06/2023,08:58:46,2,3,Eindhoven,2.0,Coffee,Black coffee
1210,06/09/2023,10:19:54,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1211,06/11/2023,19:45:47,6,3,Eindhoven,3.0,Bakery,Scone
1212,06/09/2023,16:39:14,1,2,Utrecht,3.5,Bakery,Pie
1213,06/10/2023,16:03:28,2,2,Utrecht,3.0,Bakery,Scone
1214,06/07/2023,17:25:48,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1215,06/06/2023,18:08:52,1,3,Eindhoven,4.25,Coffee,Syrup coffee
1216,06/11/2023,08:01:13,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1217,06/10/2023,19:23:31,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1218,06/06/2023,09:52:32,5,2,Utrecht,3.5,Coffee,Milk coffee
1219,06/06/2023,18:54:03,1,2,Utrecht,3.75,Bakery,Sandwich
1220,06/06/2023,10:59:25,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1221,06/10/2023,10:37:16,6,2,Utrecht,3.25,Tea,Chai tea
1222,06/08/2023,08:52:02,2,3,Eindhoven,3.25,Tea,Chai tea
1223,06/07/2023,08:34:08,1,3,Eindhoven,3.25,Tea,Chai tea
1224,06/09/2023,08:13:21,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1225,06/08/2023,07:02:16,1,2,Utrecht,3.5,Bakery,Pie
1226,06/09/2023,08:31:00,5,2,Utrecht,3.5,Tea,Herbal tea
1227,06/10/2023,11:15:52,1,2,Utrecht,3.75,Bakery,Sandwich
1228,06/07/2023,18:36:30,1,2,Utrecht,3.0,Tea,Black tea
1229,06/10/2023,12:31:16,4,3,Eindhoven,3.0,Bakery,Scone
1230,06/07/2023,10:26:08,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1231,06/08/2023,07:53:54,1,3,Eindhoven,3.5,Tea,Herbal tea
1232,06/10/2023,18:59:57,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1233,06/09/2023,08:17:22,2,3,Eindhoven,3.5,Bakery,Pie
1234,06/06/2023,12:37:42,2,1,Alkmaar,4.25,Coffee,Syrup coffee
1235,06/05/2023,18:03:59,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1236,06/09/2023,15:12:42,1,1,Alkmaar,2.0,Coffee,Black coffee
1237,06/09/2023,16:37:43,2,1,Alkmaar,3.5,Coffee,Milk coffee
1238,06/11/2023,15:10:10,2,1,Alkmaar,4.5,Chocolate,Hot chocolate
1239,06/06/2023,08:18:06,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1240,06/07/2023,18:25:56,,2,Utrecht,3.15,Tea,Green tea
1241,06/09/2023,09:19:34,1,2,Utrecht,4.25,Coffee,Syrup coffee
1242,06/10/2023,14:07:25,2,1,Alkmaar,3.5,Bakery,Pie
1243,06/11/2023,09:12:51,1,1,Alkmaar,3.25,Tea,Chai tea
1244,06/10/2023,06:44:36,1,2,Utrecht,3.5,Coffee,Milk coffee
1245,06/10/2023,06:33:06,1,2,Utrecht,4.25,Coffee,Syrup coffee
1246,06/09/2023,10:29:57,2,2,Utrecht,3.25,Tea,Chai tea
1247,06/08/2023,10:32:58,2,3,Eindhoven,4.5,Chocolate,Hot chocolate
1248,06/08/2023,13:35:33,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1249,06/08/2023,18:10:00,2,2,Utrecht,3.5,Coffee,Milk coffee
1250,06/09/2023,09:33:51,2,2,Utrecht,3.5,Bakery,Pie
1251,06/06/2023,06:11:53,1,1,Alkmaar,3.5,Bakery,Pie
1252,06/07/2023,09:25:04,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1253,06/10/2023,11:23:41,1,2,Utrecht,3.15,Tea,Green tea
1254,06/06/2023,17:52:27,1,2,Utrecht,3.15,Tea,Green tea
1255,06/08/2023,09:02:37,,1,Alkmaar,3.75,Bakery,Sandwich
1256,06/08/2023,10:41:12,1,2,Utrecht,3.75,Bakery,Sandwich
1257,06/09/2023,08:03:52,1,1,Alkmaar,4.5,Chocolate,Hot chocolate
1258,06/07/2023,09:52:02,2,3,Eindhoven,3.5,Tea,Herbal tea
1259,06/10/2023,14:04:10,2,2,Utrecht,3.15,Tea,Green tea
1260,06/08/2023,06:04:42,1,3,Eindhoven,6.3,Coffee,Organic blended coffee
1261,06/11/2023,14:36:28,2,3,Eindhoven,3.5,Bakery,Pie
1262,06/09/2023,13:44:09,1,1,Alkmaar,3.15,Tea,Green tea
1263,06/09/2023,18:28:46,3,3,Eindhoven,3.15,Tea,Green tea
1264,06/09/2023,12:16:19,1,2,Utrecht,3.25,Tea,Chai tea
1265,06/06/2023,08:21:22,2,2,Utrecht,3.5,Bakery,Pie
1266,06/07/2023,10:32:51,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1267,06/08/2023,08:50:35,1,2,Utrecht,3.5,Bakery,Pie
1268,06/08/2023,18:21:07,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1269,06/08/2023,15:04:12,3,2,Utrecht,3.0,Tea,Black tea
1270,06/05/2023,13:13:42,1,1,Alkmaar,3.0,Bakery,Scone
1271,06/11/2023,08:54:18,2,2,Utrecht,2.0,Coffee,Black coffee
1272,06/09/2023,09:17:02,6,3,Eindhoven,3.15,Tea,Green tea
1273,06/08/2023,19:50:15,4,3,Eindhoven,4.5,Chocolate,Hot chocolate
1274,06/08/2023,09:39:50,2,3,Eindhoven,4.25,Coffee,Syrup coffee
